Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,FCF,GROWTH_Q-1_in_percent,REV_GROWTH_Q-1_in_percent,Treated,After
DUTI.JK,2019Q2,Real Estate Investment and Services Development,2.070969739,3.011429538,1.30082E+13,5.05771E+12,2.49973E+11,-12.32114152,28.52094588,1,0
DVLA.JK,2019Q2,Pharmaceuticals and Biotechnology,1.67664971,2.426963774,1.82802E+12,5.34817E+11,87435076000,121.6784609,-10.26224382,0,0
EKAD.JK,2019Q2,Chemicals,1.294645358,1.413032011,8.48704E+11,1.29624E+11,1721786770,-55.88737405,-12.14548693,0,0
EPMT.JK,2019Q2,Pharmaceuticals and Biotechnology,2.183974358,3.089941089,7.97732E+12,2.11177E+12,1.75794E+11,39.71588019,15.43383136,0,0
ERAA.JK,2019Q2,Retailers,0.579315559,1.317903389,1.11401E+13,6.49839E+12,21334556000,7.125295764,16.5842001,1,0
FAST.JK,2019Q2,Travel and Leisure,3.353675404,6.831680641,3.25282E+12,1.59626E+12,18141613000,-60.95558998,20.20942534,1,0
FIRE.JK,2019Q2,Retailers,1.456623068,2.474851056,5.58058E+11,2.41657E+11,822734970,-80.41644358,11.79613893,1,0
FMII.JK,2019Q2,Personal Goods,-0.529530775,-0.774921605,9.19264E+11,2.9738E+11,10994395560,438.5328942,-27.94196597,1,0
GGRM.JK,2019Q2,Tobacco,2.909721231,4.19077376,6.67001E+13,2.22885E+13,1.72618E+12,-20.75937689,1.342291948,1,0
GMTD.JK,2019Q2,Real Estate Investment and Services Development,0.96104051,1.528229316,1.23068E+12,4.48801E+11,11937380750,43.26630189,6.722385467,1,0
GPRA.JK,2019Q2,Real Estate Investment and Services Development,0.403128435,0.320975637,1.541E+12,5.43684E+11,22740656680,73.9435891,-43.38041313,1,0
GWSA.JK,2019Q2,Real Estate Investment and Services Development,0.325246844,0.360367011,7.51413E+12,6.44317E+11,18041054530,-28.808369,-15.83283516,1,0
HEXA.JK,2019Q2,Industrial Engineering,2.632902394,5.218627131,4.84145E+12,2.32211E+12,1.34695E+11,-34.089192,-42.14333096,1,0
HMSP.JK,2019Q2,Tobacco,6.98967116,10.37859929,4.31126E+13,1.4628E+13,3.67738E+12,8.574038817,13.05889029,1,0
HRUM.JK,2019Q2,"Oil, Gas and Coal",1.637570718,2.036924736,6.2107E+12,1.84583E+12,1.39503E+11,-1.54979272,-6.775549352,0,0
ICBP.JK,2019Q2,Food Producers,3.549090006,5.395042606,3.73682E+13,1.33402E+13,1.061E+12,32.68038572,-3.386620669,0,0
ICON.JK,2019Q2,Real Estate Investment and Services Development,0.816825645,1.538877769,3.86697E+11,2.3585E+11,1382650800,4315.355278,5.576173842,1,0
INAF.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.184450718,-0.545644053,1.39985E+12,9.27558E+11,1000786520,-148.9673111,70.65551961,0,0
INCI.JK,2019Q2,Chemicals,0.57052423,0.668167774,3.78946E+11,57666345110,1594019400,219.9284311,-9.187355658,0,0
INDF.JK,2019Q2,Food Producers,1.331966957,3.40891939,9.73677E+13,6.29051E+13,1.19497E+12,9.642605908,1.406135888,0,0
INDR.JK,2019Q2,Personal Goods,0.314093674,0.649924915,1.0886E+13,5.6705E+12,63168977500,-83.68571689,-6.525463277,1,0
INDS.JK,2019Q2,Automobiles and Parts,0.030540981,0.035958349,2.51612E+12,2.73274E+11,703586910,4504.504011,-22.30528888,1,0
INDY.JK,2019Q2,"Oil, Gas and Coal",0.151420674,0.102994761,5.02924E+13,3.73439E+13,2.76431E+11,-33.58006343,-3.749489218,0,0
INKP.JK,2019Q2,Industrial Materials,0.836367204,1.908081134,1.24871E+14,7.0403E+13,1.73351E+12,-21.69884002,2.112088952,1,0
IPOL.JK,2019Q2,General Industrials,0.397373356,0.693854487,3.95936E+12,1.89011E+12,54128445150,-32.43678696,-8.668780111,1,0
ISAT.JK,2019Q2,Telecommunications Service Providers,-0.073142201,-0.362600229,5.58625E+13,4.50224E+13,2.48413E+11,135.5621705,3.294667495,0,0
ITMA.JK,2019Q2,"Oil, Gas and Coal",2.970949399,2.974859039,1.95534E+12,4177599750,71255415000,-25.75391631,-0.772743238,0,0
ITMG.JK,2019Q2,"Oil, Gas and Coal",2.146462432,3.561307176,1.87044E+13,6.1397E+12,3.80951E+11,-23.86113356,-3.696609803,0,0
JECC.JK,2019Q2,Technology Hardware & Equipment,1.393481229,4.59477585,1.98638E+12,1.44901E+12,9138263000,-22.68972418,-2.21726258,0,0
JIHD.JK,2019Q2,Real Estate Investment and Services Development,0.294030534,-0.031699614,6.59197E+12,3.02236E+12,43374375000,-86.94364746,-12.18791227,1,0
JRPT.JK,2019Q2,Real Estate Investment and Services Development,2.30989188,3.802425778,1.10265E+13,4.47596E+12,2.53316E+11,10.3328664,9.044898482,1,0
KICI.JK,2019Q2,Household Goods and Home Construction,-0.586167748,-0.971011173,1.54135E+11,62184082600,222495710,-18.55504387,-9.593442992,0,0
KLBF.JK,2019Q2,Pharmaceuticals and Biotechnology,3.552581494,4.437832311,1.88131E+13,4.14816E+12,2.99302E+11,13.22482743,8.342992585,0,0
KMTR.JK,2019Q2,Automobiles and Parts,1.600153266,4.0265854,4.74286E+12,2.94992E+12,73770707430,-229201.3402,21.77208895,1,0
KRAH.JK,2019Q2,Industrial Engineering,-9.816841426,-40.30095783,6.45953E+11,4.12574E+11,4068340320,57.62877267,-60.65627368,1,0
LION.JK,2019Q2,Industrial Metals and Mining,0.377774612,0.540312081,6.78741E+11,2.13662E+11,4949019510,-167.6957509,-3.346867121,1,0
LPPF.JK,2019Q2,Retailers,19.44525933,58.47022366,5.2203E+12,3.48429E+12,84962000000,-160.3120237,108.7266179,1,0
LSIP.JK,2019Q2,Food Producers,0.374256673,0.462768309,1.03252E+13,1.95954E+12,22855000000,-160.8890902,-19.03010926,0,0
LTLS.JK,2019Q2,Chemicals,1.129132007,3.062200859,6.19256E+12,4.30535E+12,61464000000,1.777979762,-12.63221928,0,0
MAPB.JK,2019Q2,Travel and Leisure,1.734399548,2.950610515,1.94321E+12,8.11162E+11,14684000000,30.12758469,5.179900567,1,0
MASA.JK,2019Q2,Automobiles and Parts,-0.567887419,-1.043947213,7.91796E+12,3.92638E+12,1.07852E+11,-130.1556739,-21.3427256,1,0
MBAP.JK,2019Q2,"Oil, Gas and Coal",5.857813518,8.013899874,2.61471E+12,6.94597E+11,1.50236E+11,74.4303781,-5.204181938,0,0
MDKA.JK,2019Q2,Industrial Metals and Mining,2.696624329,5.668675894,1.25619E+13,6.96106E+12,3.05447E+11,12.4458708,8.274348305,1,0
MFIN.JK,2019Q2,Finance and Credit Services,2.171824605,4.041376512,4.16031E+12,2.05421E+12,81329000000,-4.05804538,7.756810098,0,0
MICE.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.455281053,0.770489726,1.00727E+12,3.38467E+11,4193813590,-7.473792642,1.177513685,0,0
MIDI.JK,2019Q2,Retailers,1.167298633,5.479874731,5.22466E+12,4.13467E+12,56441000000,-48.34242681,21.27275183,1,0
MIKA.JK,2019Q2,Health Care Providers,3.536705129,4.194068518,5.40975E+12,1.18568E+12,1.53554E+11,-4.584219661,-3.087425478,0,0
MLIA.JK,2019Q2,Construction and Materials,0.371831336,0.852773639,5.24681E+12,2.92602E+12,40256061000,-63.45660887,-13.19753032,0,0
MMLP.JK,2019Q2,Industrial Support Services,3.026930146,3.636013973,6.09132E+12,2.31743E+12,45230411000,18.57621706,3.334111752,1,0
MNCN.JK,2019Q2,Media,3.778728105,5.880000116,1.71521E+13,6.58378E+12,5.98851E+11,29.38437177,25.40667054,1,0
MSKY.JK,2019Q2,Media,-0.792924738,-1.843301861,4.60639E+12,2.62268E+12,82435000000,-42.58380867,3.105834397,1,0
MTDL.JK,2019Q2,Technology Hardware & Equipment,1.82003994,3.533514023,5.16621E+12,3.27053E+12,95461000000,-23.52248554,-9.597865486,0,0
MTLA.JK,2019Q2,Real Estate Investment and Services Development,2.599541948,4.015156424,5.2243E+12,1.79347E+12,71836530000,-58.89207749,32.10927417,1,0
MYOH.JK,2019Q2,"Oil, Gas and Coal",1.902020497,2.524716715,2.00943E+12,5.72748E+11,95832297600,-12.25122495,-1.488159178,0,0
NRCA.JK,2019Q2,Construction and Materials,1.872211859,3.656535424,2.44011E+12,1.10074E+12,34052412550,21.74094616,24.52985142,0,0
PBRX.JK,2019Q2,Personal Goods,1.259325101,2.832365909,8.98795E+12,4.95154E+12,29722680000,-19.59241074,51.12796182,1,0
PBSA.JK,2019Q2,Construction and Materials,-0.057261251,-0.073405047,7.01184E+11,1.31672E+11,5968783410,-40.94393895,22.61422982,0,0
PEGE.JK,2019Q2,Investment Banking and Brokerage Services,9.144130583,11.37032755,7.10212E+11,1.41359E+11,62506138660,339.5567116,282.7858172,1,0
PGAS.JK,2019Q2,"Gas, Water and Multi-utilities",-0.000675565,-0.427866357,1.02313E+14,6.91809E+13,1.99283E+12,12.29506075,7.106755532,0,0
PGLI.JK,2019Q2,Travel and Leisure,-0.240104962,-0.00621992,87225369670,24114978240,2713469780,40.48927706,34.95547518,1,0
PKPK.JK,2019Q2,"Oil, Gas and Coal",0.183227204,0.421143026,1.28176E+11,72315866000,10672000,-245.7770207,-74.92375124,0,0
PORT.JK,2019Q2,Industrial Transportation,-0.003598737,0.531370637,2.23842E+12,1.13286E+12,1617558000,1047.762422,-6.787857817,1,0
POWR.JK,2019Q2,Electricity,2.106906666,4.2471086,1.84917E+13,9.52198E+12,5.85749E+11,-10.82663404,-2.081580421,1,0
PRAS.JK,2019Q2,Industrial Metals and Mining,0.295263016,0.671929418,1.72035E+12,9.25171E+11,654288940,-221.7824513,-5.551250653,1,0
PTBA.JK,2019Q2,"Oil, Gas and Coal",3.628397504,5.225644885,2.34121E+13,7.53661E+12,1.34729E+12,27.86811364,-1.104953638,0,0
PTIS.JK,2019Q2,General Industrials,0.083856273,0.191598529,5.30441E+11,2.97774E+11,10971170000,357.9128747,3.334791142,1,0
RALS.JK,2019Q2,Retailers,8.897746573,12.78095842,6.26571E+12,2.17023E+12,5.24121E+11,1270.153904,133.5288303,1,0
RIGS.JK,2019Q2,Industrial Transportation,-15.51475241,-22.12486273,9.02227E+11,3.0599E+11,47892612500,-610.5630101,-16.25650969,1,0
SCCO.JK,2019Q2,Electronic and Electrical Equipment,1.020767983,1.536225188,4.31873E+12,1.30916E+12,92487648440,-18.51493828,-8.076056245,1,0
SCMA.JK,2019Q2,Media,4.244309767,6.09403989,6.9014E+12,1.89365E+12,3.02147E+11,-14.45329347,14.4654715,1,0
SCPI.JK,2019Q2,Pharmaceuticals and Biotechnology,0.523470665,1.41412372,1.70111E+12,1.12608E+12,9493772000,-94.77694233,23.65139082,0,0
SIDO.JK,2019Q2,Food Producers,4.889977142,5.436923358,3.27093E+12,3.04222E+11,1.63412E+11,-17.78293919,-2.420282565,0,0
SMDM.JK,2019Q2,Real Estate Investment and Services Development,0.743036216,0.513539158,3.18161E+12,1.40165E+12,23690884320,-23.6519196,-2.477925768,1,0
SMGR.JK,2019Q2,Construction and Materials,0.31352895,0.704057862,7.69832E+13,4.67037E+13,5.29192E+11,-12.24327678,1.192122515,0,0
SMSM.JK,2019Q2,Automobiles and Parts,4.176188418,5.549349019,2.79858E+12,8.66818E+11,1.17355E+11,-13.75957391,-1.062907893,1,0
SOCI.JK,2019Q2,Industrial Transportation,0.551949328,1.138743592,9.75347E+12,4.94401E+12,1.65222E+11,-24.89430664,-8.563757603,1,0
SRIL.JK,2019Q2,Personal Goods,2.031630698,5.287656544,1.98848E+13,1.21904E+13,1.85671E+11,14.74870264,16.20846744,1,0
SSTM.JK,2019Q2,Personal Goods,-0.001421902,-0.003571856,5.37498E+11,3.36572E+11,5628647890,-149.643251,6.39078105,1,0
TBMS.JK,2019Q2,Industrial Metals and Mining,0.814050915,3.336059067,2.40564E+12,1.77498E+12,25635038750,-21.96794929,-9.775842283,1,0
TCID.JK,2019Q2,Personal Goods,0.902408031,1.153757645,2.50993E+12,5.8479E+11,90197997040,831.3613917,-4.757320071,1,0
TFCO.JK,2019Q2,Chemicals,-0.004500139,-0.004887154,4.49045E+12,3.90254E+11,31643123850,61.89613751,-10.67201977,0,0
TGKA.JK,2019Q2,"Personal Care, Drug and Grocery Stores",3.523692465,8.662419108,2.83751E+12,1.92396E+12,1.10949E+11,13.86591988,-23.7842072,0,0
TIFA.JK,2019Q2,Finance and Credit Services,0.663080047,2.611220065,1.34E+12,9.84781E+11,8763448000,1.321562651,1.315775329,0,0
TKIM.JK,2019Q2,Industrial Materials,1.908094816,4.354632341,4.24199E+13,2.37566E+13,9.22642E+11,20.7054905,-12.48395867,1,0
TLKM.JK,2019Q2,Telecommunications Service Providers,3.217037327,4.876995032,2.15699E+14,1.14003E+14,9.36E+12,27.92725726,-0.961538462,0,0
TOBA.JK,2019Q2,"Oil, Gas and Coal",2.559190007,3.510772901,7.36159E+12,4.70739E+12,1.16445E+11,-49.13433118,9.242815109,0,0
TPMA.JK,2019Q2,Industrial Transportation,1.223725586,1.783584811,1.55225E+12,5.07399E+11,13955500000,-21.13009815,-1.057472886,1,0
TRIM.JK,2019Q2,Investment Banking and Brokerage Services,1.009190384,1.959727214,1.68005E+12,8.54802E+11,18361065000,-3.835069471,-2.255995791,1,0
TRUS.JK,2019Q2,Investment Banking and Brokerage Services,1.800504517,1.956331751,3.00505E+11,24120510450,5247117460,8.262512829,18.33360978,1,0
TSPC.JK,2019Q2,Pharmaceuticals and Biotechnology,1.588278645,2.397001903,8.06481E+12,2.7584E+12,2.06271E+11,49.02266624,-1.792173681,0,0
TURI.JK,2019Q2,Retailers,2.37797619,3.993534198,6.29824E+12,2.57315E+12,1.79869E+11,17.43828479,-9.843857846,1,0
ULTJ.JK,2019Q2,Food Producers,3.476990591,4.176527701,6.17534E+12,1.1451E+12,1.79342E+11,-31.06153921,8.135861864,0,0
UNIC.JK,2019Q2,Chemicals,0.576810679,0.962191029,3.1211E+12,9.18965E+11,22169731350,256.2364846,-19.29327986,0,0
UNIT.JK,2019Q2,Investment Banking and Brokerage Services,-0.022568124,0.002509067,4.20833E+11,2.92165E+11,5328467240,11.22446773,-28.2660156,1,0
UNTR.JK,2019Q2,Industrial Engineering,2.182048976,4.699021112,1.18272E+14,6.34717E+13,2.92013E+12,-14.41448439,-8.502104739,1,0
VICO.JK,2019Q2,Investment Banking and Brokerage Services,0.072473968,0.724877192,2.9753E+13,2.70822E+13,38051824000,41.36510099,6.423984943,1,0
WAPO.JK,2019Q2,Food Producers,-1.03080623,-1.263163262,1.02245E+11,9533743440,831124690,-103.714009,310.2411649,0,0
WINS.JK,2019Q2,Industrial Transportation,-1.080997746,-1.714169939,3.76709E+12,1.72946E+12,31439142500,28.73686901,14.46710234,1,0
WOMF.JK,2019Q2,Finance and Credit Services,0.407565226,2.962394468,8.36076E+12,7.16853E+12,36492000000,-0.582845664,-2.7641418,0,0
WOOD.JK,2019Q2,Household Goods and Home Construction,1.352118623,2.500573249,4.8679E+12,1.99856E+12,92475847660,-33.1866956,-1.728547698,0,0
WSBP.JK,2019Q2,Construction and Materials,0.614917766,1.135438798,1.47021E+13,6.44843E+12,2.51061E+11,62.17272729,-26.30359892,0,0
YPAS.JK,2019Q2,Chemicals,-0.714192546,-1.91389745,3.01324E+11,2.07531E+11,2878382480,-98.03319509,-24.68084351,0,0
INAF.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.184450718,-0.545644053,1.39985E+12,9.27558E+11,1000786520,-148.9673111,70.65551961,0,0
INCI.JK,2019Q2,Chemicals,0.57052423,0.668167774,3.78946E+11,57666345110,1594019400,219.9284311,-9.187355658,0,0
INDF.JK,2019Q2,Food Producers,1.331966957,3.40891939,9.73677E+13,6.29051E+13,1.19497E+12,9.642605908,1.406135888,0,0
INDR.JK,2019Q2,Personal Goods,0.314093674,0.649924915,1.0886E+13,5.6705E+12,63168977500,-83.68571689,-6.525463277,1,0
INDS.JK,2019Q2,Automobiles and Parts,0.030540981,0.035958349,2.51612E+12,2.73274E+11,703586910,4504.504011,-22.30528888,1,0
INDY.JK,2019Q2,"Oil, Gas and Coal",0.151420674,0.102994761,5.02924E+13,3.73439E+13,2.76431E+11,-33.58006343,-3.749489218,0,0
INKP.JK,2019Q2,Industrial Materials,0.836367204,1.908081134,1.24871E+14,7.0403E+13,1.73351E+12,-21.69884002,2.112088952,1,0
INPS.JK,2019Q2,Industrial Transportation,-0.798276055,-2.90624636,4.86238E+11,3.48144E+11,4756436070,7.88669482,5.692190803,1,0
INTP.JK,2019Q2,Construction and Materials,0.910484653,1.069555493,2.58529E+13,4.01621E+12,3.47735E+11,-50.59387293,-12.9368756,0,0
IPCC.JK,2019Q2,Industrial Transportation,3.291687195,3.536270531,1.28118E+12,87130919000,46357338000,-35.64271449,-5.214594748,1,0
IPOL.JK,2019Q2,General Industrials,0.397373356,0.693854487,3.95936E+12,1.89011E+12,54128445150,-32.43678696,-8.668780111,1,0
ISAT.JK,2019Q2,Telecommunications Service Providers,-0.073142201,-0.362600229,5.58625E+13,4.50224E+13,2.48413E+11,135.5621705,3.294667495,0,0
ITMA.JK,2019Q2,"Oil, Gas and Coal",2.970949399,2.974859039,1.95534E+12,4177599750,71255415000,-25.75391631,-0.772743238,0,0
ITMG.JK,2019Q2,"Oil, Gas and Coal",2.146462432,3.561307176,1.87044E+13,6.1397E+12,3.80951E+11,-23.86113356,-3.696609803,0,0
JECC.JK,2019Q2,Technology Hardware & Equipment,1.393481229,4.59477585,1.98638E+12,1.44901E+12,9138263000,-22.68972418,-2.21726258,0,0
JIHD.JK,2019Q2,Real Estate Investment and Services Development,0.294030534,-0.031699614,6.59197E+12,3.02236E+12,43374375000,-86.94364746,-12.18791227,1,0
JRPT.JK,2019Q2,Real Estate Investment and Services Development,2.30989188,3.802425778,1.10265E+13,4.47596E+12,2.53316E+11,10.3328664,9.044898482,1,0
JSKY.JK,2019Q2,Alternative Energy,1.472356503,4.01644227,5.7083E+11,3.58483E+11,8709677280,119.0994871,38.09777362,0,0
KDSI.JK,2019Q2,Household Goods and Home Construction,1.598368215,3.886126699,1.41489E+12,8.18239E+11,16484755600,-2.215722778,-2.966692186,0,0
KICI.JK,2019Q2,Household Goods and Home Construction,-0.586167748,-0.971011173,1.54135E+11,62184082600,222495710,-18.55504387,-9.593442992,0,0
KLBF.JK,2019Q2,Pharmaceuticals and Biotechnology,3.552581494,4.437832311,1.88131E+13,4.14816E+12,2.99302E+11,13.22482743,8.342992585,0,0
KMTR.JK,2019Q2,Automobiles and Parts,1.600153266,4.0265854,4.74286E+12,2.94992E+12,73770707430,-229201.3402,21.77208895,1,0
KOPI.JK,2019Q2,"Oil, Gas and Coal",3.087247613,5.728140072,1.64161E+11,80403865870,6887483660,-118.837304,-4.213319678,0,0
KPAS.JK,2019Q2,Medical Equipment and Services,0.079180333,0.138328959,2.37056E+11,95223266060,1915274950,-8.255703717,-6.077111182,0,0
KRAH.JK,2019Q2,Industrial Engineering,-9.816841426,-40.30095783,6.45953E+11,4.12574E+11,4068340320,57.62877267,-60.65627368,1,0
LINK.JK,2019Q2,Telecommunications Service Providers,4.294482333,5.545455935,6.10223E+12,1.14431E+12,88686000000,994.3437069,2.601082476,0,0
LION.JK,2019Q2,Industrial Metals and Mining,0.377774612,0.540312081,6.78741E+11,2.13662E+11,4949019510,-167.6957509,-3.346867121,1,0
LPIN.JK,2019Q2,Automobiles and Parts,2.613063876,2.912740595,3.02403E+11,28935603820,8087082060,-61.52764263,-20.87807729,1,0
LPPF.JK,2019Q2,Retailers,19.44525933,58.47022366,5.2203E+12,3.48429E+12,84962000000,-160.3120237,108.7266179,1,0
LSIP.JK,2019Q2,Food Producers,0.374256673,0.462768309,1.03252E+13,1.95954E+12,22855000000,-160.8890902,-19.03010926,0,0
LTLS.JK,2019Q2,Chemicals,1.129132007,3.062200859,6.19256E+12,4.30535E+12,61464000000,1.777979762,-12.63221928,0,0
MAPA.JK,2019Q2,Retailers,5.892484449,8.689763358,3.74757E+12,1.04994E+12,2.14681E+11,58.72697599,29.08410778,1,0
MAPB.JK,2019Q2,Travel and Leisure,1.734399548,2.950610515,1.94321E+12,8.11162E+11,14684000000,30.12758469,5.179900567,1,0
MARI.JK,2019Q2,Media,2.278593824,3.743253794,3.24612E+11,1.25507E+11,10931594790,92.68871837,-5.605820052,1,0
MASA.JK,2019Q2,Automobiles and Parts,-0.567887419,-1.043947213,7.91796E+12,3.92638E+12,1.07852E+11,-130.1556739,-21.3427256,1,0
MBAP.JK,2019Q2,"Oil, Gas and Coal",5.857813518,8.013899874,2.61471E+12,6.94597E+11,1.50236E+11,74.4303781,-5.204181938,0,0
MDKA.JK,2019Q2,Industrial Metals and Mining,2.696624329,5.668675894,1.25619E+13,6.96106E+12,3.05447E+11,12.4458708,8.274348305,1,0
MEDC.JK,2019Q2,"Oil, Gas and Coal",-0.06157832,-0.479993923,8.8502E+13,5.45604E+13,2.69048E+11,22.54999512,9.385866562,0,0
MFIN.JK,2019Q2,Finance and Credit Services,2.171824605,4.041376512,4.16031E+12,2.05421E+12,81329000000,-4.05804538,7.756810098,0,0
MICE.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.455281053,0.770489726,1.00727E+12,3.38467E+11,4193813590,-7.473792642,1.177513685,0,0
MIDI.JK,2019Q2,Retailers,1.167298633,5.479874731,5.22466E+12,4.13467E+12,56441000000,-48.34242681,21.27275183,1,0
MIKA.JK,2019Q2,Health Care Providers,3.536705129,4.194068518,5.40975E+12,1.18568E+12,1.53554E+11,-4.584219661,-3.087425478,0,0
MLIA.JK,2019Q2,Construction and Materials,0.371831336,0.852773639,5.24681E+12,2.92602E+12,40256061000,-63.45660887,-13.19753032,0,0
MMLP.JK,2019Q2,Industrial Support Services,3.026930146,3.636013973,6.09132E+12,2.31743E+12,45230411000,18.57621706,3.334111752,1,0
MNCN.JK,2019Q2,Media,3.778728105,5.880000116,1.71521E+13,6.58378E+12,5.98851E+11,29.38437177,25.40667054,1,0
MPOW.JK,2019Q2,Electricity,1.433142158,2.917659078,3.05345E+11,1.52797E+11,9291780000,42.84501613,8.64241027,1,0
MSKY.JK,2019Q2,Media,-0.792924738,-1.843301861,4.60639E+12,2.62268E+12,82435000000,-42.58380867,3.105834397,1,0
MTDL.JK,2019Q2,Technology Hardware & Equipment,1.82003994,3.533514023,5.16621E+12,3.27053E+12,95461000000,-23.52248554,-9.597865486,0,0
MTLA.JK,2019Q2,Real Estate Investment and Services Development,2.599541948,4.015156424,5.2243E+12,1.79347E+12,71836530000,-58.89207749,32.10927417,1,0
MYOH.JK,2019Q2,"Oil, Gas and Coal",1.902020497,2.524716715,2.00943E+12,5.72748E+11,95832297600,-12.25122495,-1.488159178,0,0
NFCX.JK,2019Q2,Software & Computer Services,2.887069405,3.657269858,6.94287E+11,2.98748E+11,14194774250,34.73084922,61.85185963,1,0
NIKL.JK,2019Q2,Industrial Metals and Mining,0.131566303,0.373164127,1.68618E+12,1.04453E+12,9744272500,-101.8031683,-36.48621437,1,0
NIPS.JK,2019Q2,Electronic and Electrical Equipment,2.237727227,4.725989137,1.77796E+12,8.11326E+11,901741000,-39.26001389,11.09113718,1,0
NRCA.JK,2019Q2,Construction and Materials,1.872211859,3.656535424,2.44011E+12,1.10074E+12,34052412550,21.74094616,24.52985142,0,0
PANS.JK,2019Q2,Investment Banking and Brokerage Services,1.101673304,1.905281044,2.28211E+12,9.41405E+11,28742349810,-69.46520115,-39.94654966,1,0
PBID.JK,2019Q2,General Industrials,1.906223818,2.77944597,2.22974E+12,6.93448E+11,15564910000,-21.74905734,-12.42770486,1,0
PBRX.JK,2019Q2,Personal Goods,1.259325101,2.832365909,8.98795E+12,4.95154E+12,29722680000,-19.59241074,51.12796182,1,0
PBSA.JK,2019Q2,Construction and Materials,-0.057261251,-0.073405047,7.01184E+11,1.31672E+11,5968783410,-40.94393895,22.61422982,0,0
PEGE.JK,2019Q2,Investment Banking and Brokerage Services,9.144130583,11.37032755,7.10212E+11,1.41359E+11,62506138660,339.5567116,282.7858172,1,0
PGAS.JK,2019Q2,"Gas, Water and Multi-utilities",-0.000675565,-0.427866357,1.02313E+14,6.91809E+13,1.99283E+12,12.29506075,7.106755532,0,0
PGLI.JK,2019Q2,Travel and Leisure,-0.240104962,-0.00621992,87225369670,24114978240,2713469780,40.48927706,34.95547518,1,0
PICO.JK,2019Q2,General Industrials,0.194006607,0.51717469,8.52932E+11,5.46688E+11,3207807460,445.8250366,-11.76236032,1,0
PKPK.JK,2019Q2,"Oil, Gas and Coal",0.183227204,0.421143026,1.28176E+11,72315866000,10672000,-245.7770207,-74.92375124,0,0
PLIN.JK,2019Q2,Travel and Leisure,1.663215905,2.655720897,5.03113E+12,4.23501E+12,4.89531E+11,96.06597338,-8.878520324,1,0
PORT.JK,2019Q2,Industrial Transportation,-0.003598737,0.531370637,2.23842E+12,1.13286E+12,1617558000,1047.762422,-6.787857817,1,0
POWR.JK,2019Q2,Electricity,2.106906666,4.2471086,1.84917E+13,9.52198E+12,5.85749E+11,-10.82663404,-2.081580421,1,0
PPRE.JK,2019Q2,Construction and Materials,1.311076268,2.874907809,6.99478E+12,4.65039E+12,9618427180,-12.50228467,-15.66701936,0,0
PRAS.JK,2019Q2,Industrial Metals and Mining,0.295263016,0.671929418,1.72035E+12,9.25171E+11,654288940,-221.7824513,-5.551250653,1,0
PSAB.JK,2019Q2,Travel and Leisure,0.094352972,0.328273649,1.34735E+13,8.45279E+12,260358150,-45.42701552,-10.36026479,1,0
PTBA.JK,2019Q2,"Oil, Gas and Coal",3.628397504,5.225644885,2.34121E+13,7.53661E+12,1.34729E+12,27.86811364,-1.104953638,0,0
PTIS.JK,2019Q2,General Industrials,0.083856273,0.191598529,5.30441E+11,2.97774E+11,10971170000,357.9128747,3.334791142,1,0
PTPP.JK,2019Q2,Construction and Materials,0.462928655,1.342741727,5.35045E+13,4.06951E+13,8015644560,23.129554,15.04066542,0,0
PYFA.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.0642896,-0.100919947,1.84443E+11,70493078640,3307153560,-50.17783605,-9.830631839,0,0
PZZA.JK,2019Q2,Travel and Leisure,3.014715504,4.755449472,1.95115E+12,7.31241E+11,30551066620,-45.29768255,14.53015683,1,0
RALS.JK,2019Q2,Retailers,8.897746573,12.78095842,6.26571E+12,2.17023E+12,5.24121E+11,1270.153904,133.5288303,1,0
RANC.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.405056546,2.498844769,9.04619E+11,3.88781E+11,13542370070,18.07245707,2.976121235,0,0
RIGS.JK,2019Q2,Industrial Transportation,-15.51475241,-22.12486273,9.02227E+11,3.0599E+11,47892612500,-610.5630101,-16.25650969,1,0
RIMO.JK,2019Q2,Retailers,-1.054959367,-1.230906082,5.9315E+12,1.07872E+12,84485219000,-48.34683851,-44.54481354,1,0
SCCO.JK,2019Q2,Electronic and Electrical Equipment,1.020767983,1.536225188,4.31873E+12,1.30916E+12,92487648440,-18.51493828,-8.076056245,1,0
SCMA.JK,2019Q2,Media,4.244309767,6.09403989,6.9014E+12,1.89365E+12,3.02147E+11,-14.45329347,14.4654715,1,0
SCPI.JK,2019Q2,Pharmaceuticals and Biotechnology,0.523470665,1.41412372,1.70111E+12,1.12608E+12,9493772000,-94.77694233,23.65139082,0,0
SHIP.JK,2019Q2,Industrial Transportation,1.617319348,3.817417908,3.3846E+12,2.37067E+12,1.15654E+11,17.62615942,-1.153323115,1,0
SIDO.JK,2019Q2,Food Producers,4.889977142,5.436923358,3.27093E+12,3.04222E+11,1.63412E+11,-17.78293919,-2.420282565,0,0
SIPD.JK,2019Q2,Food Producers,0.770222788,2.06148758,2.39721E+12,1.36668E+12,13800000000,-0.928155865,6.97402354,0,0
