Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After,TA_lag,Total Liabilities_lag
SSTM.JK,2020Q2,Personal Goods,-0.013188288,0,456144737740,254294612850,-8.92193278,-77.19796311,1,1,4.58208E+11,3.14417E+11
STTP.JK,2020Q2,Food Producers,3.304158772,4,3111044741150,811127299690,30.06410413,-100,0,1,3.10354E+12,7.64528E+11
SUPR.JK,2020Q2,Telecommunications Service Providers,0.586558979,2,12890386000000,9732450000000,-14.55184146,4.259691901,0,1,1.11648E+13,8.19131E+12
TALF.JK,2020Q2,General Industrials,-0.238046733,0,1445462219640,456432970470,29.32685335,17.19147686,1,1,1.44567E+12,3.48394E+11
TARA.JK,2020Q2,Real Estate Investment and Services Development,-0.165519901,0,1121242279320,78992791190,-303.3201129,-62.5,1,1,1.12374E+12,80699652650
TBIG.JK,2020Q2,Telecommunications Equipment,0.860719874,6,34040892000000,29601176000000,14.74900543,14.75665547,0,1,3.40605E+13,2.58781E+13
TBLA.JK,2020Q2,Food Producers,1.161725811,4,19341824000000,13060063000000,26.65778961,49.89223248,0,1,1.84993E+13,1.20097E+13
TBMS.JK,2020Q2,Industrial Metals and Mining,1.342735991,4,1713036453600,1016710254000,-44.06654274,-50.2705746,1,1,2.24903E+12,1.46135E+12
TCID.JK,2020Q2,Personal Goods,-2.512557829,-3,2280351480990,513953610080,-99.5019664,-37.39412632,1,1,2.55066E+12,5.32049E+11
TELE.JK,2020Q2,Telecommunications Equipment,-97.74862958,-452,2956614000000,4945881000000,26.06327097,28.23641891,0,1,9.22619E+12,4.50688E+12
TFCO.JK,2020Q2,Chemicals,0.192356325,0,4301361483600,338504708000,-72.45598339,-34.44682366,0,1,5.06098E+12,3.3002E+11
TGKA.JK,2020Q2,"Personal Care, Drug and Grocery Stores",3.437693244,8,3121599704940,2133504552450,0.8834699,3.72668335,0,1,3.64321E+12,1.60388E+12
TGRA.JK,2020Q2,Electricity,-1.090685404,-2,560037421240,267217048020,-596.0498158,-79.98216772,1,1,5.61215E+11,2.53406E+11
TIFA.JK,2020Q2,Finance and Credit Services,0.63308871,2,1085425972000,700844199000,-33.03074628,-21.61671412,0,1,1.19041E+12,8.13033E+11
TINS.JK,2020Q2,Industrial Metals and Mining,0.129951635,1,18396760000000,13947916000000,-181.8613022,-36.05441947,1,1,1.87694E+13,1.51031E+13
TIRA.JK,2020Q2,Industrial Engineering,0.183114146,0,340072628310,178264945250,-0.439631213,-11.91858276,1,1,3.29585E+11,1.73819E+11
TKIM.JK,2020Q2,Industrial Materials,-2.153729449,-4,44013514700000,25110280400000,37.0851294,-32.23167111,1,1,5.02685E+13,2.32769E+13
TLKM.JK,2020Q2,Telecommunications Service Providers,2.921364423,5,246351000000000,135467000000000,-0.8313243,-5.341254891,0,1,2.41914E+14,1.21647E+14
TMAS.JK,2020Q2,Industrial Transportation,0.153221243,0,3488787000000,2303569000000,63.73296781,16.22779933,1,1,3.26615E+12,2.09808E+12
TOBA.JK,2020Q2,"Oil, Gas and Coal",0.660268698,1,10458017434800,8179544402000,158.5068858,-56.69020654,0,1,1.18676E+13,5.89549E+12
TOPS.JK,2020Q2,Construction and Materials,-0.469481044,-1,2657985037380,1517557759780,-111.2141205,-70.49809886,0,1,2.69002E+12,1.53704E+12
TOTL.JK,2020Q2,Construction and Materials,-0.358903289,-1,2997900528000,1868342961000,-127.8611165,-13.04164619,0,1,3.06908E+12,1.92885E+12
TOTO.JK,2020Q2,Construction and Materials,-2.132137787,-4,3207371538230,1201347562010,-338.9193251,-34.46453735,0,1,3.37228E+12,1.3902E+12
TOWR.JK,2020Q2,Telecommunications Service Providers,2.373907261,8,34087988000000,23210514000000,-7.881090951,20.62358013,0,1,3.25198E+13,1.89412E+13
TPIA.JK,2020Q2,Chemicals,-0.368914928,-1,47174860620000,22773491220000,-123.9953986,-27.00646748,0,1,5.54801E+13,2.72394E+13
TPMA.JK,2020Q2,Industrial Transportation,0.38735715,1,1577636596600,433506847800,-96.4860872,-19.7955015,1,1,1.80908E+12,5.00914E+11
TRAM.JK,2020Q2,Industrial Transportation,1.609957165,4,8235160500000,3728725745000,718.682916,-100,1,1,8.77931E+12,3.64282E+12
TRIM.JK,2020Q2,Investment Banking and Brokerage Services,0.091144262,0,2424577756000,1565764991000,-43.22922752,-12.30823594,1,1,3.16101E+12,2.30532E+12
TRIS.JK,2020Q2,Personal Goods,0.223547504,0,1236981736720,795146156220,-54.67661101,-21.29974433,1,1,1.25853E+12,8.07087E+11
TRST.JK,2020Q2,General Industrials,0.646486833,1,4430908784450,2581143962480,-3.103160807,20.01133691,1,1,5.06754E+12,2.24635E+12
TRUS.JK,2020Q2,Investment Banking and Brokerage Services,0.450674149,0,320300808920,29809693370,-55.95330946,-8.309311903,1,1,3.17302E+11,28247584110
TSPC.JK,2020Q2,Pharmaceuticals and Biotechnology,1.069790639,2,8756861340450,3108537952660,44.40374233,-2.508780147,0,1,8.88366E+12,2.88626E+12
TURI.JK,2020Q2,Retailers,-0.301705065,0,5748955000000,1698265000000,-98.74349929,-59.94315699,1,1,6.3463E+12,2.27972E+12
ULTJ.JK,2020Q2,Food Producers,1.716872151,2,7054390000000,951001000000,-29.91672308,-9.063293893,0,1,7.13281E+12,1.14861E+12
UNIC.JK,2020Q2,Chemicals,1.822664408,2,3056081115400,752181267000,87.91144283,12.24924253,0,1,3.42519E+12,7.28453E+11
UNIT.JK,2020Q2,Investment Banking and Brokerage Services,0.019198749,0,419317702320,284092261350,5.901961314,39.52143931,1,1,4.18717E+11,2.8478E+11
UNTR.JK,2020Q2,Industrial Engineering,2.093300745,4,104220997000000,45497884000000,-46.29726497,-28.12045141,1,1,1.14909E+14,5.18103E+13
UNVR.JK,2020Q2,"Personal Care, Drug and Grocery Stores",8.191796184,22,21351803000000,12543918000000,-11.6459155,-1.60781223,0,1,2.15436E+13,1.43244E+13
VICO.JK,2020Q2,Investment Banking and Brokerage Services,0.008056452,0,25516408592000,25781192382000,-19.63974046,-43.84728944,1,1,2.77005E+13,2.91262E+13
VOKS.JK,2020Q2,Technology Hardware & Equipment,0.65236339,2,2880216759480,1899992870570,-95.7690539,-35.58168374,0,1,3.01233E+12,1.91832E+12
VRNA.JK,2020Q2,Finance and Credit Services,-0.640976754,-3,2763081883000,2291003704000,55.55210567,1.969577453,0,1,2.92763E+12,1.98413E+12
WAPO.JK,2020Q2,Food Producers,-1.352630908,-2,83257888510,12330551510,211.8154079,-41.49776795,0,1,90601740550,29507000690
WEHA.JK,2020Q2,Travel and Leisure,-5.444762323,-10,237170964680,112431617600,-300.8449548,-80.05053731,1,1,2.54179E+11,1.18062E+11
WICO.JK,2020Q2,Retailers,0.327913412,1,610265426200,359132205020,-129.5082316,122.2179135,1,1,7.20131E+11,4.71179E+11
WIIM.JK,2020Q2,Tobacco,2.077749522,3,1437178033670,367742788890,695.621883,35.07550605,1,1,1.39093E+12,3.47691E+11
WIKA.JK,2020Q2,Construction and Materials,0.2844231,1,60094539195000,46813531939000,-28.81426447,-39.63085643,0,1,6.11164E+13,4.56081E+13
WINS.JK,2020Q2,Industrial Transportation,-1.906941166,-3,3375480936000,1502822349400,76.26754837,-36.30013368,1,1,3.97088E+12,1.75583E+12
WOMF.JK,2020Q2,Finance and Credit Services,0.175077172,1,6762187000000,5565723000000,-23.90680511,-19.70503148,0,1,8.16609E+12,6.98105E+12
WOOD.JK,2020Q2,Household Goods and Home Construction,1.002514351,2,5591916479560,2921422192210,6.516263721,34.53145133,0,1,5.67208E+12,2.82701E+12
WSBP.JK,2020Q2,Construction and Materials,-0.638825703,-1,15358233261430,8547396853340,-56.44212767,-78.58831313,0,1,1.57619E+13,8.01457E+12
WSKT.JK,2020Q2,Construction and Materials,-1.156433395,-7,114072197202120,99185702772180,-96.15230028,-36.72492468,0,1,1.16366E+14,1.00299E+14
WTON.JK,2020Q2,Construction and Materials,-0.400607199,-1,9168900774580,6481221811310,-98.23055089,-47.71875378,0,1,9.6201E+12,6.90018E+12
YPAS.JK,2020Q2,Chemicals,-1.160763592,-2,258679298620,140973574110,-6112.832841,-21.66132266,0,1,2.65596E+11,1.56887E+11
YULE.JK,2020Q2,Investment Banking and Brokerage Services,0.126960952,0,293308865480,3647545210,3090.96897,1172.751959,1,1,3.13738E+11,2196578570
ZINC.JK,2020Q2,Industrial Metals and Mining,1.825000628,3,1405261285790,617964081010,-66.58223274,-41.8278366,1,1,1.39096E+12,6.72303E+11
AALI.JK,2019Q2,Food Producers,0.050227578,0,27161831000000,8635662000000,-81.82974339,-6.153257685,0,0,2.69001E+13,7.90571E+12
ABBA.JK,2019Q2,Industrial Support Services,-3.575364787,-6,518345276090,343375969140,-32.42327874,-17.9356426,1,0,5.68319E+11,3.4603E+11
ABMM.JK,2019Q2,"Oil, Gas and Coal",-0.02156834,0,11653440472050,7877308925850,-52.2875909,-18.77551513,0,0,1.22468E+13,8.44329E+12
ACES.JK,2019Q2,Retailers,4.205699787,5,5449977515040,1684106847020,8.990449694,19.57469753,1,0,5.85757E+12,1.05296E+12
ACST.JK,2019Q2,Construction and Materials,-3.060276303,-28,10752671000000,9787533000000,-231.4676356,-20.04615493,0,0,9.6913E+12,8.4089E+12
ADES.JK,2019Q2,Beverages,1.523491099,3,866464000000,366549000000,11.65003773,4.237725844,0,0,8.65873E+11,3.99361E+11
ADHI.JK,2019Q2,Construction and Materials,0.456134476,2,31396561743940,25035904895870,6.01188268,5.346770191,0,0,2.9826E+13,2.3476E+13
ADMF.JK,2019Q2,Finance and Credit Services,1.455344315,7,33680020000000,26696425000000,96.41724858,9.568456251,0,0,3.31961E+13,2.66258E+13
ADMG.JK,2019Q2,Chemicals,-2.601095521,-3,3771107190000,623765315550,-276.8970606,-48.56344697,0,0,4.06315E+12,5.30895E+11
ADRO.JK,2019Q2,"Oil, Gas and Coal",2.67227577,5,101097893625000,46586457450000,22.81483052,8.205786937,0,0,1.00046E+14,4.90239E+13
AGII.JK,2019Q2,Chemicals,0.214508061,0,6861022000000,3756649000000,8.313892976,16.49951877,0,0,6.87366E+12,3.56072E+12
AKKU.JK,2019Q2,General Industrials,-0.181696625,0,1074165577660,325252484850,24.16731494,4.659440484,1,0,1.07447E+12,3.23602E+11
AKPI.JK,2019Q2,Chemicals,-0.04410534,0,2921446561000,1792996526000,8.308950579,-3.895162852,0,0,3.02517E+12,1.83649E+12
AKRA.JK,2019Q2,"Oil, Gas and Coal",0.893692075,2,19043081481000,10772922832000,-3.57662652,-13.08261086,0,0,1.89089E+13,1.03419E+13
AKSI.JK,2019Q2,Investment Banking and Brokerage Services,-0.804025288,-2,273784115300,151119525940,-15.15840995,39.57903916,1,0,2.69371E+11,1.65497E+11
ALDO.JK,2019Q2,Household Goods and Home Construction,1.590222368,3,933015990450,536479596180,61.87345001,1.789307302,0,0,9.10041E+11,5.3853E+11
ALKA.JK,2019Q2,Industrial Metals and Mining,1.228503812,5,408588052000,391122083000,-80.09566261,-68.11035397,1,0,4.91145E+11,5.52711E+11
ALTO.JK,2019Q2,Food Producers,-0.542801193,-2,1105583332830,713729999650,-22.17466043,6.062232968,0,0,1.09899E+12,7.24404E+11
AMFG.JK,2019Q2,General Industrials,-0.50510519,-1,8845744000000,5322773000000,-76.26085218,0.30008011,1,0,8.72961E+12,5.14923E+12
AMIN.JK,2019Q2,Household Goods and Home Construction,1.352383762,3,422091737490,209277158490,-25.85183415,-13.36515538,0,0,4.04722E+11,1.97498E+11
AMRT.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.904854751,3,22525209000000,17078711000000,19.2310599,7.185410424,0,0,2.31352E+13,1.63095E+13
ANJT.JK,2019Q2,Food Producers,-1.101873068,-2,8622599046250,3307974571250,-235.0263619,-22.14157228,0,0,8.68337E+12,3.24493E+12
ANTM.JK,2019Q2,Industrial Metals and Mining,0.750074548,1,33566765371000,13689090633000,-40.80135967,34.88648278,1,0,3.3599E+13,1.3747E+13
APIC.JK,2019Q2,Investment Banking and Brokerage Services,1.3862453,2,3424015446360,1291826127650,-68.99437475,323.0947094,1,0,2.977E+12,1.23194E+12
APII.JK,2019Q2,Electronic and Electrical Equipment,1.087004782,2,460513852940,171436655940,10.13209221,20.42324161,1,0,4.5685E+11,1.72575E+11
APLI.JK,2019Q2,General Industrials,-0.117513965,0,438065748290,230888518950,-160.2104394,16.60494631,1,0,4.72028E+11,2.64352E+11
APLN.JK,2019Q2,Real Estate Investment and Services Development,0.026157824,0,28832391142000,20501210152000,35.9890881,5.844144703,1,0,2.95673E+13,2.07997E+13
ARII.JK,2019Q2,"Oil, Gas and Coal",2.87490794,27,5394266875000,4016063610000,-25.20662335,73.08226241,0,0,4.82712E+12,4.80522E+12
ARNA.JK,2019Q2,Construction and Materials,2.898428075,4,1634687672230,572781472050,44.23564545,13.23204261,0,0,1.58849E+12,5.72988E+11
ARTA.JK,2019Q2,Investment Banking and Brokerage Services,-0.514746245,-1,432976166100,237908189860,-102.0448324,-4.636759251,1,0,4.3188E+11,2.37705E+11
ARTI.JK,2019Q2,Household Goods and Home Construction,-0.969145861,-1,3543972691130,959530810410,-78.75690136,-47.79026172,0,0,2.64823E+12,1.03737E+12
ASGR.JK,2019Q2,Technology Hardware & Equipment,1.334122664,2,2286445000000,812289000000,-31.96768609,-20.43332699,0,0,2.39094E+12,8.80542E+11
ASII.JK,2019Q2,Automobiles and Parts,1.593431759,3,350288000000000,210847000000000,-9.487695403,-0.276739759,1,0,3.57116E+14,2.15319E+14
ASRI.JK,2019Q2,Real Estate Investment and Services Development,-0.035988626,0,21595907120000,11500474645000,-38.99924831,-49.41335543,1,0,2.11053E+13,1.14474E+13
ASSA.JK,2019Q2,Consumer Services,0.354673371,2,4552121772630,3406505699440,4.726832196,31.82952658,1,0,4.41022E+12,3.29438E+12
ATIC.JK,2019Q2,Software & Computer Services,-0.13929218,-2,4293631979170,3685915004930,-46.8205372,21.12139038,1,0,3.96098E+12,3.3401E+12
AUTO.JK,2019Q2,Automobiles and Parts,0.502910994,1,15947312000000,5687702000000,78.42794661,1.815621586,1,0,1.62266E+13,5.87809E+12
BAJA.JK,2019Q2,Industrial Metals and Mining,-1.88070951,-21,776722424630,796102142780,-190.5571249,-21.16189008,1,0,8.79138E+11,8.2466E+11
BALI.JK,2019Q2,Telecommunications Service Providers,0.337887824,1,3839105222790,1928624834490,27.47966592,42.52268192,0,0,3.60705E+12,1.83726E+12
BAPA.JK,2019Q2,Real Estate Investment and Services Development,4.947109879,6,163180236580,45715263700,-137.3392824,207.8748854,1,0,1.71558E+11,34501238530
BATA.JK,2019Q2,Personal Goods,0.276985164,0,989780932000,350419281000,5.392115671,-4.928779702,1,0,8.76856E+11,2.40049E+11
BAYU.JK,2019Q2,Travel and Leisure,1.333613006,2,821810895610,339246165170,3.785629955,14.55223045,1,0,7.88602E+11,3.57462E+11
BBLD.JK,2019Q2,Finance and Credit Services,0.318769344,1,5154995000000,3938618000000,7.957253103,17.04819588,0,0,5.13207E+12,3.84199E+12
BBRM.JK,2019Q2,Industrial Transportation,-1.59986551,-6,1195091311050,891057761100,-39.79312695,-11.09887332,1,0,1.23185E+12,9.05314E+11
BCAP.JK,2019Q2,Investment Banking and Brokerage Services,0.071185273,0,18387352000000,13482514000000,-15.48585573,-4.929662727,1,0,1.85332E+13,1.37363E+13
BELL.JK,2019Q2,Personal Goods,1.016048109,2,553300074850,319036404810,54.81069521,71.28061569,1,0,5.67783E+11,3.33241E+11
BEST.JK,2019Q2,Real Estate Investment and Services Development,0.30062747,0,6271904604230,2070303564990,-58.50001993,-35.09881494,1,0,6.40529E+12,2.13834E+12
BFIN.JK,2019Q2,Investment Banking and Brokerage Services,1.918747726,6,18369144000000,12261062000000,-2.404442296,0.326113924,1,0,1.84622E+13,1.19346E+13
BHIT.JK,2019Q2,Telecommunications Service Providers,1.010289298,1,59769524000000,44709822000000,20.31246486,7.296155691,0,0,5.68905E+13,4.40878E+13
BIKA.JK,2019Q2,Real Estate Investment and Services Development,0.359211651,0,2317460237600,2017003315650,-288.8667623,-1.036689657,1,0,2.33364E+12,1.99116E+12
BIPI.JK,2019Q2,"Oil, Gas and Coal",1.892157659,7,17505245231250,14128822700850,-1107.012166,2912.709993,0,0,2.03182E+13,1.41489E+13
BIPP.JK,2019Q2,Real Estate Investment and Services Development,-0.249701726,0,2164873165040,1303285997270,-133.8766282,92.32801421,1,0,2.1112E+12,1.24584E+12
BIRD.JK,2019Q2,Travel and Leisure,0.965567963,1,7086504000000,1923391000000,-19.09862133,-6.004552988,1,0,7.23647E+12,1.96031E+12
BISI.JK,2019Q2,Food Producers,0.464021257,1,2674293000000,575967000000,-155.094916,72.37039663,0,0,2.85347E+12,4.68733E+11
BKDP.JK,2019Q2,Real Estate Investment and Services Development,-1.22575127,-2,783941263440,301408876950,36.33959995,-9.85188737,1,0,7.58989E+11,3.00168E+11
BKSL.JK,2019Q2,Real Estate Investment and Services Development,0.344170523,1,16380439483050,6834255996590,-49.3677179,-35.00221739,1,0,1.62527E+13,6.79557E+12
BLTA.JK,2019Q2,Industrial Transportation,0.138908802,0,1012205551250,604283579250,-69.56690942,-18.71489397,1,0,1.02515E+12,6.09223E+11
BLTZ.JK,2019Q2,Media,2.458652016,4,1876954227000,605869080000,-192.9758807,30.06862477,1,0,1.76266E+12,6.01577E+11
BMSR.JK,2019Q2,Real Estate Investment and Services Development,-0.31350438,-1,578515936140,413644922810,47.09917781,-13.65773109,1,0,5.5904E+11,4.50698E+11
BMTR.JK,2019Q2,Media,1.92983822,3,29598282000000,19032717000000,112.1276061,11.21534208,1,0,2.90995E+13,1.94704E+13
BOGA.JK,2019Q2,Retailers,0.492010624,1,540932541830,136474636150,-1.440799774,7.972941726,1,0,5.55323E+11,1.54297E+11
BOLT.JK,2019Q2,Automobiles and Parts,-0.629073367,-1,1237330151210,573736460650,-104.5053152,1.680336917,1,0,1.28015E+12,5.8281E+11
BPFI.JK,2019Q2,Investment Banking and Brokerage Services,1.091532355,2,1757788605630,946501533190,0.616895351,-0.78845148,1,0,1.71191E+12,9.19559E+11
BPII.JK,2019Q2,Industrial Support Services,3.045380754,6,2695963049760,1872816865920,323.6844741,196.0490589,1,0,6.86081E+11,79323952460
BRAM.JK,2019Q2,Chemicals,1.133363879,2,4175063403750,1270156301250,-7.734826695,-4.921524838,0,0,4.40298E+12,1.40034E+12
BRNA.JK,2019Q2,General Industrials,-1.583855028,-4,2480710356000,1463353625000,-1.646752009,-3.378929682,1,0,2.50294E+12,1.40277E+12
BRPT.JK,2019Q2,Construction and Materials,0.452365564,0,98694143500000,82052548750000,-53.85352166,-27.96245657,0,0,9.75012E+13,8.071E+13
BSDE.JK,2019Q2,Real Estate Investment and Services Development,2.905582431,5,53306109945070,25676033944460,18.52684682,39.03403316,1,0,5.25031E+13,2.59918E+13
BSSR.JK,2019Q2,"Oil, Gas and Coal",3.921492205,6,3352087793750,1343221148100,-88.34001806,-4.358633513,0,0,3.37128E+12,1.36306E+12
BTEK.JK,2019Q2,Food Producers,-0.002183173,0,5209268703090,2980279413490,-34.56894464,-29.18655645,0,0,5.19736E+12,2.90471E+12
BTON.JK,2019Q2,Industrial Metals and Mining,0.050152522,0,231113310700,35859538800,-98.27064758,18.51594033,1,0,2.18841E+11,34207731080
BUDI.JK,2019Q2,Food Producers,0.403724275,1,3114499000000,2145351000000,26.6173357,-3.109450858,0,0,3.29384E+12,2.25542E+12
BUKK.JK,2019Q2,Construction and Materials,1.537555844,3,4631503605000,2414583333000,-15.77922756,32.22464056,0,0,4.5796E+12,2.43349E+12
BULL.JK,2019Q2,Industrial Transportation,1.542444368,3,5424794531250,2246274886050,20.7925267,4.739155686,1,0,4.88628E+12,2.13379E+12
BUVA.JK,2019Q2,Real Estate Investment and Services Development,-0.782736015,-1,4139319523030,2359281893680,5.154920683,20.73259821,1,0,4.12921E+12,2.30453E+12
BWPT.JK,2019Q2,Food Producers,-1.492579635,-4,16452546000000,11240362000000,-132.6167248,-26.88631203,0,0,1.62041E+13,1.07641E+13
BYAN.JK,2019Q2,"Oil, Gas and Coal",7.698277481,15,19647693635000,11911499641250,-38.82476196,13.32696819,0,0,1.7097E+13,6.35083E+12
CARS.JK,2019Q2,Retailers,0.407317983,2,8247393572140,6936035912210,-4.30739513,0.534880822,1,0,8.61724E+12,7.52233E+12
CASS.JK,2019Q2,Industrial Transportation,-2.758065842,-16,1942366000000,1356697000000,-85.59843054,18.25395571,1,0,2.11756E+12,1.40901E+12
CEKA.JK,2019Q2,Food Producers,2.64584734,3,1224272708020,215033826240,250.4158067,-16.71793877,0,0,1.24148E+12,2.05358E+11
CENT.JK,2019Q2,Telecommunications Service Providers,0.062973806,0,5511566000000,2429557000000,2931.197152,-2.332160955,0,0,5.4676E+12,2.16892E+12
CFIN.JK,2019Q2,Finance and Credit Services,0.689538179,2,12143223223000,7634455642000,23.74229419,16.38011579,0,0,1.16395E+13,7.21273E+12
CINT.JK,2019Q2,Household Goods and Home Construction,-0.54591158,-1,481151834510,114319450410,-140.9585238,10.11206258,0,0,4.76934E+11,1.05789E+11
CITA.JK,2019Q2,Industrial Metals and Mining,6.517878323,12,3739180216280,1636982688730,172.5144341,116.236587,1,0,3.43122E+12,1.76822E+12
CLEO.JK,2019Q2,Beverages,3.838508627,6,1066187702500,366771009480,96.0919987,34.47502657,0,0,9.47692E+11,2.86926E+11
CLPI.JK,2019Q2,Chemicals,0.633669899,1,708823285520,211299372120,107.0964137,23.1339115,0,0,6.79924E+11,2.55464E+11
CMNP.JK,2019Q2,Industrial Transportation,1.053539807,2,14323456930930,7226389759530,27.27044203,-2.15822368,1,0,1.3813E+13,7.07977E+12
COWL.JK,2019Q2,Real Estate Investment and Services Development,-1.267206769,-4,3578766164670,2374370990940,145.1149424,-40.75525579,1,0,3.55044E+12,2.32392E+12
CPIN.JK,2019Q2,Food Producers,3.202589388,5,28631015000000,8390621000000,-24.89581524,9.890207179,0,0,2.85779E+13,8.3515E+12
CSAP.JK,2019Q2,Retailers,-0.011483947,0,5967828366000,4104263822000,9.347328974,10.43770242,1,0,5.91859E+12,3.99171E+12
CTRA.JK,2019Q2,Real Estate Investment and Services Development,0.065420669,0,35076644000000,19760852000000,61.37729314,3.556626732,1,0,3.44457E+13,1.99152E+13
CTTH.JK,2019Q2,Construction and Materials,-0.761952156,-2,761355644810,416259801220,8.710817917,-53.61822802,0,0,7.50954E+11,4.08206E+11
DART.JK,2019Q2,Real Estate Investment and Services Development,0.052062003,0,7045047560000,3437858273000,-6.631177945,21.06010918,1,0,7.01577E+12,3.32938E+12
DAYA.JK,2019Q2,Retailers,0.678831269,3,619049695000,469748508000,205.1739014,82.20040018,1,0,5.37791E+11,3.90895E+11
DEFI.JK,2019Q2,Investment Banking and Brokerage Services,-0.026961428,0,87949892870,901561450,-35.88304967,-2.791771329,1,0,72866664440,1071458350
DEWA.JK,2019Q2,Industrial Metals and Mining,0.064523268,0,5937823912800,2650397710350,-56.73806198,19.31536367,1,0,5.96704E+12,2.65111E+12
DGIK.JK,2019Q2,Construction and Materials,-0.6666585,-2,1671167750300,1096054462260,-1.990889508,-2.640588865,0,0,1.74674E+12,1.06391E+12
DILD.JK,2019Q2,Real Estate Investment and Services Development,-0.183575757,-1,14576966335850,8222636499930,13.35284085,-58.23862242,1,0,1.41164E+13,8.37369E+12
DLTA.JK,2019Q2,Beverages,3.46242245,5,1626140030000,235193982000,-8.143168053,-1.934458307,0,0,1.6009E+12,2.43477E+11
DMAS.JK,2019Q2,Real Estate Investment and Services Development,7.889014003,9,7464492709690,665900997220,764.8601145,317.3658924,1,0,8.20273E+12,1.00955E+12
DNET.JK,2019Q2,Software & Computer Services,1.02801115,2,14881464856620,5689969968400,-329.1290941,41.09504056,1,0,1.46373E+13,5.61448E+12
DOID.JK,2019Q2,"Oil, Gas and Coal",0.227038839,1,16691577757500,13373765987400,-33.9558109,7.756412358,0,0,1.71245E+13,1.32621E+13
DPNS.JK,2019Q2,Chemicals,-0.079639184,0,327625709500,77459989100,8.350734671,-19.15930581,0,0,3.2218E+11,81364663610
DPUM.JK,2019Q2,Food Producers,-1.292366065,-2,2106989925390,713756331490,-186.1196224,-70.04436855,0,0,2.1448E+12,7.22971E+11
DSFI.JK,2019Q2,Food Producers,0.857481994,2,402147990150,209831157010,18.11764381,-4.814427738,0,0,3.95831E+11,2.22871E+11
DSNG.JK,2019Q2,Construction and Materials,0.0198857,0,11295607000000,7848124000000,57.8249215,4.422106481,0,0,1.14846E+13,8.1677E+12
DSSA.JK,2019Q2,Electricity,0.236385259,0,53673518993750,30413414584800,-16.28922251,-8.905797009,1,0,5.09074E+13,2.87789E+13
DUTI.JK,2019Q2,Real Estate Investment and Services Development,2.070969739,3,13008192571630,5057708234280,-20.3181948,34.75979192,1,0,1.29039E+13,5.03673E+12
DVLA.JK,2019Q2,Pharmaceuticals and Biotechnology,1.67664971,2,1828024666000,534816653000,35.31541395,12.55897357,0,0,1.81792E+12,4.8256E+11
DYAN.JK,2019Q2,Industrial Support Services,1.362920531,2,1195029832810,496294654040,-48.62532301,-8.456544673,1,0,1.18749E+12,4.95986E+11
ECII.JK,2019Q2,Retailers,0.380696331,0,1954293032620,206455658780,-200.0930298,5.646552173,1,0,1.952E+12,2.11598E+11
EKAD.JK,2019Q2,Chemicals,1.294645358,1,848703528680,129624037120,-29.56586014,11.11273275,0,0,8.86299E+11,1.52886E+11
ELSA.JK,2019Q2,"Oil, Gas and Coal",1.319817412,2,6068089000000,2697980000000,44.95988704,27.97104069,0,0,5.8869E+12,2.51254E+12
ELTY.JK,2019Q2,Real Estate Investment and Services Development,-2.564782748,-4,13606180006240,5386939444690,-170.3404162,-8.86740343,1,0,1.39999E+13,5.37339E+12
EMDE.JK,2019Q2,Real Estate Investment and Services Development,0.845132686,2,2141229898420,1289897091350,-123.8050091,-15.36199334,1,0,2.07723E+12,1.29589E+12
EMTK.JK,2019Q2,Telecommunications Equipment,-5.564095142,-8,17921927309000,6912828159000,-440.1435695,23.641899,0,0,1.94274E+13,7.68249E+12
ENRG.JK,2019Q2,"Oil, Gas and Coal",2.422252495,9,10647388133750,7965756674850,31.83177977,-8.588518197,0,0,1.08007E+13,7.75926E+12
EPMT.JK,2019Q2,Pharmaceuticals and Biotechnology,2.183974358,3,7977316930700,2111766759820,4.665942978,10.05581759,0,0,8.70633E+12,2.78268E+12
ERAA.JK,2019Q2,Retailers,0.579315559,1,11140089595000,6498390823000,-51.95633467,-5.75513112,1,0,1.22889E+13,7.55153E+12
ERTX.JK,2019Q2,Personal Goods,0.576722413,2,950427038750,660575886750,5.696558759,13.27175689,1,0,9.36807E+11,6.26349E+11
ESSA.JK,2019Q2,"Oil, Gas and Coal",-0.208465469,0,13161845206250,10441631577000,138.7683124,500.0427377,0,0,1.32882E+13,1.0403E+13
ESTI.JK,2019Q2,Industrial Materials,0.32030324,1,886179335000,649659035000,-171.8327345,-63.70308137,1,0,8.98565E+11,6.63072E+11
EXCL.JK,2019Q2,Telecommunications Service Providers,0.389150114,1,58378629000000,39717292000000,147.6143853,13.43501163,0,0,5.73628E+13,3.89519E+13
FAST.JK,2019Q2,Travel and Leisure,3.353675404,7,3252820862000,1596262320000,206.6015743,12.67778113,1,0,3.14059E+12,1.4492E+12
FASW.JK,2019Q2,Industrial Materials,2.034526923,5,10864591258330,6513604678880,-32.98546863,-13.8715084,1,0,1.10978E+13,6.395E+12
FIRE.JK,2019Q2,Retailers,1.456623068,2,558058395120,241656558830,-21.61519456,33.20174329,1,0,5.65667E+11,2.49752E+11
FISH.JK,2019Q2,Food Producers,0.904393799,3,5205696367950,3702272679300,6.806038174,8.340806121,0,0,6.20338E+12,4.74274E+12
